Time,company,Open,High,Low,Last,Close,Volume
2024-04-22 12:42:59,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:43:14,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:43:28,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:43:42,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:43:57,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:44:11,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:44:26,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:44:40,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:44:55,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
2024-04-22 12:45:10,Netflix Inc (NFLX),567.88,578.99,552.16,555.04,610.56,430901161.0
