Time,company,Open,High,Low,Last,Close,Volume
2024-04-22 19:53:59,NVIDIA Corporation (NVDA),781.11,796.26,764.0,795.62,762.0,2461200000.0
2024-04-22 20:35:30,NVIDIA Corporation (NVDA),781.11,800.7,764.0,799.28,762.0,2461200000.0
2024-04-22 21:05:37,NVIDIA Corporation (NVDA),781.11,800.7,764.0,799.35,762.0,2461200000.0
2024-04-22 21:35:45,NVIDIA Corporation (NVDA),781.11,800.7,764.0,794.46,762.0,2461200000.0
2024-04-22 22:05:52,NVIDIA Corporation (NVDA),781.11,800.7,764.0,795.18,762.0,2461200000.0
2024-04-22 22:15:15,NVIDIA Corporation (NVDA),781.11,800.7,764.0,795.18,762.0,2461200000.0
2024-04-22 22:45:24,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-22 23:15:32,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-22 23:45:40,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 00:15:47,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 00:45:54,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 01:16:01,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 01:46:09,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 02:16:16,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 02:46:23,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 03:16:30,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 03:46:38,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 04:16:45,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 04:46:52,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 05:17:03,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 05:47:11,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 06:17:18,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 06:47:25,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 07:17:32,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 07:47:39,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 08:17:46,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 08:47:53,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 09:18:37,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 09:48:44,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 10:18:58,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 10:49:06,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 11:19:15,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 11:42:18,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 12:12:36,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 12:42:44,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 13:12:52,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 13:42:59,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 14:13:06,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 14:43:14,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 15:13:22,NVIDIA Corporation (NVDA),781.04,800.73,764.0,795.18,762.0,2461200000.0
2024-04-23 15:43:29,NVIDIA Corporation (NVDA),807.95,812.76,802.64,808.02,795.18,2461200000.0
2024-04-23 16:13:37,NVIDIA Corporation (NVDA),807.95,813.89,802.64,811.37,795.18,2461200000.0
2024-04-23 16:43:45,NVIDIA Corporation (NVDA),807.95,827.57,802.64,823.97,795.18,2461200000.0
2024-04-23 17:13:56,NVIDIA Corporation (NVDA),807.95,827.57,802.64,821.38,795.18,2461200000.0
2024-04-23 17:44:03,NVIDIA Corporation (NVDA),807.95,827.57,802.64,822.89,795.18,2461200000.0
2024-04-23 18:14:11,NVIDIA Corporation (NVDA),807.95,827.57,802.64,823.24,795.18,2461200000.0
2024-04-23 18:44:18,NVIDIA Corporation (NVDA),807.95,827.57,802.64,818.92,795.18,2461200000.0
2024-04-23 19:14:26,NVIDIA Corporation (NVDA),807.95,827.57,802.64,816.88,795.18,2461200000.0
2024-04-23 19:44:34,NVIDIA Corporation (NVDA),807.95,827.57,802.64,821.52,795.18,2461200000.0
2024-04-23 20:14:41,NVIDIA Corporation (NVDA),807.95,827.57,802.64,824.61,795.18,2461200000.0
2024-04-23 20:44:48,NVIDIA Corporation (NVDA),807.95,827.57,802.64,823.9,795.18,2461200000.0
2024-04-23 21:14:56,NVIDIA Corporation (NVDA),807.95,827.57,802.64,824.9,795.18,2461200000.0
2024-04-23 21:45:03,NVIDIA Corporation (NVDA),807.95,827.69,802.64,825.26,795.18,2461200000.0
2024-04-23 22:15:10,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-23 22:34:32,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-23 23:04:40,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-23 23:34:48,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 00:04:55,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 00:35:02,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 01:05:09,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 01:35:17,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 02:05:24,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 02:35:31,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 03:05:39,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 03:35:46,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 04:05:53,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 04:36:01,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 05:06:08,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 05:36:16,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 06:06:23,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 06:36:30,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 07:06:42,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 07:36:49,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 08:06:56,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 08:26:35,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 08:56:42,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 09:26:50,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 09:56:58,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 10:27:06,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 10:57:14,NVIDIA Corporation (NVDA),807.95,827.69,802.64,824.18,795.18,2461200000.0
2024-04-24 16:02:46,NVIDIA Corporation (NVDA),840.0,840.82,822.13,827.79,824.23,2461200000.0
2024-04-24 16:03:29,NVIDIA Corporation (NVDA),840.0,840.82,822.13,827.68,824.23,2461200000.0
2024-04-24 16:18:35,NVIDIA Corporation (NVDA),840.0,840.82,822.13,829.47,824.23,2461200000.0
2024-04-24 16:33:43,NVIDIA Corporation (NVDA),840.0,840.82,822.13,830.83,824.23,2461200000.0
2024-04-24 16:48:50,NVIDIA Corporation (NVDA),840.0,840.82,822.13,830.73,824.23,2461200000.0
2024-04-24 17:03:57,NVIDIA Corporation (NVDA),840.0,840.82,822.13,824.37,824.23,2461200000.0
2024-04-24 17:19:05,NVIDIA Corporation (NVDA),840.0,840.82,817.55,819.97,824.23,2461200000.0
2024-04-24 17:34:12,NVIDIA Corporation (NVDA),840.0,840.82,816.4,821.55,824.23,2461200000.0
2024-04-24 17:49:19,NVIDIA Corporation (NVDA),840.0,840.82,812.25,813.6,824.23,2461200000.0
2024-04-24 18:04:27,NVIDIA Corporation (NVDA),840.0,840.82,807.52,810.23,824.23,2461200000.0
2024-04-24 18:19:36,NVIDIA Corporation (NVDA),840.0,840.82,804.72,809.02,824.23,2461200000.0
2024-04-24 18:34:44,NVIDIA Corporation (NVDA),840.0,840.82,801.37,801.72,824.23,2461200000.0
2024-04-24 18:49:51,NVIDIA Corporation (NVDA),840.0,840.82,800.66,806.62,824.23,2461200000.0
2024-04-24 19:04:58,NVIDIA Corporation (NVDA),840.0,840.82,800.66,811.15,824.23,2461200000.0
2024-04-24 19:20:05,NVIDIA Corporation (NVDA),840.0,840.82,800.66,813.12,824.23,2461200000.0
2024-04-24 19:35:14,NVIDIA Corporation (NVDA),840.0,840.82,800.66,815.75,824.23,2461200000.0
2024-04-24 19:50:21,NVIDIA Corporation (NVDA),840.0,840.82,800.66,816.02,824.23,2461200000.0
2024-04-24 20:05:29,NVIDIA Corporation (NVDA),840.0,840.82,800.66,808.04,824.23,2461200000.0
2024-04-24 20:20:37,NVIDIA Corporation (NVDA),840.0,840.82,800.66,805.02,824.23,2461200000.0
2024-04-24 20:35:44,NVIDIA Corporation (NVDA),840.0,840.82,796.23,798.28,824.23,2461200000.0
2024-04-24 20:50:53,NVIDIA Corporation (NVDA),840.0,840.82,796.23,798.13,824.23,2461200000.0
2024-04-24 21:06:00,NVIDIA Corporation (NVDA),840.0,840.82,791.83,795.5,824.23,2461200000.0
2024-04-24 21:21:08,NVIDIA Corporation (NVDA),840.0,840.82,791.83,800.32,824.23,2461200000.0
2024-04-24 21:36:19,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.86,824.23,2461200000.0
2024-04-24 21:51:27,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.78,824.23,2461200000.0
2024-04-24 22:06:35,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-24 22:21:43,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-24 22:36:50,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-24 22:51:58,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-24 23:07:05,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-24 23:22:12,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-24 23:37:20,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-24 23:52:27,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-25 00:07:34,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-25 00:22:41,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-25 00:37:49,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-25 00:52:56,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
2024-04-25 01:08:03,NVIDIA Corporation (NVDA),840.0,840.82,791.83,796.77,824.23,2461200000.0
