Date,company,Open,High,Low,Last,Close,Volume
24231,Alphabet Inc Class A (GOOGL),511.980011,511.980011,511.980011,511.980011,511.980011,12433000000
24232,Alphabet Inc Class A (GOOGL),503.100006,503.100006,503.100006,503.100006,503.100006,12433000000
24233,Alphabet Inc Class A (GOOGL),502.149994,502.149994,502.149994,502.149994,502.149994,12433000000
24236,Alphabet Inc Class A (GOOGL),493.480011,493.480011,493.480011,493.480011,493.480011,12433000000
24237,Alphabet Inc Class A (GOOGL),497.709991,497.709991,497.709991,497.709991,497.709991,12433000000
24238,Alphabet Inc Class A (GOOGL),498.549988,498.549988,498.549988,498.549988,498.549988,12433000000
24239,Alphabet Inc Class A (GOOGL),492.420013,492.420013,492.420013,492.420013,492.420013,12433000000
24240,Alphabet Inc Class A (GOOGL),487.339996,487.339996,487.339996,487.339996,487.339996,12433000000
24243,Alphabet Inc Class A (GOOGL),480.890015,480.890015,480.890015,480.890015,480.890015,12433000000
24244,Alphabet Inc Class A (GOOGL),476.450012,476.450012,476.450012,476.450012,476.450012,12433000000
24245,Alphabet Inc Class A (GOOGL),485.549988,485.549988,485.549988,485.549988,485.549988,12433000000
24246,Alphabet Inc Class A (GOOGL),484.809998,484.809998,484.809998,484.809998,484.809998,12433000000
24247,Alphabet Inc Class A (GOOGL),487.130005,487.130005,487.130005,487.130005,487.130005,12433000000
24250,Alphabet Inc Class A (GOOGL),491.470001,491.470001,491.470001,491.470001,491.470001,12433000000
24251,Alphabet Inc Class A (GOOGL),494.850006,494.850006,494.850006,494.850006,494.850006,12433000000
24252,Alphabet Inc Class A (GOOGL),496.75,496.75,496.75,496.75,496.75,12433000000
24253,Alphabet Inc Class A (GOOGL),496.75,496.75,496.75,496.75,496.75,12433000000
24254,Alphabet Inc Class A (GOOGL),498.450012,498.450012,498.450012,498.450012,498.450012,12433000000
24258,Alphabet Inc Class A (GOOGL),491.679993,491.679993,491.679993,491.679993,491.679993,12433000000
24259,Alphabet Inc Class A (GOOGL),491.779999,491.779999,491.779999,491.779999,491.779999,12433000000
24260,Alphabet Inc Class A (GOOGL),491.470001,491.470001,491.470001,491.470001,491.470001,12433000000
24261,Alphabet Inc Class A (GOOGL),492.100006,492.100006,492.100006,492.100006,492.100006,12433000000
24264,Alphabet Inc Class A (GOOGL),488.609985,488.609985,488.609985,488.609985,488.609985,12433000000
24265,Alphabet Inc Class A (GOOGL),485.119995,485.119995,485.119995,485.119995,485.119995,12433000000
24266,Alphabet Inc Class A (GOOGL),485.859985,485.859985,485.859985,485.859985,485.859985,12433000000
24267,Alphabet Inc Class A (GOOGL),489.350006,489.350006,489.350006,489.350006,489.350006,12433000000
24268,Alphabet Inc Class A (GOOGL),494.640015,494.640015,494.640015,494.640015,494.640015,12433000000
24271,Alphabet Inc Class A (GOOGL),496.970001,496.970001,496.970001,496.970001,496.970001,12433000000
24272,Alphabet Inc Class A (GOOGL),498.660004,498.660004,498.660004,498.660004,498.660004,12433000000
24273,Alphabet Inc Class A (GOOGL),496.75,496.75,496.75,496.75,496.75,12433000000
24274,Alphabet Inc Class A (GOOGL),495.589996,495.589996,495.589996,495.589996,495.589996,12433000000
24275,Alphabet Inc Class A (GOOGL),495.700012,495.700012,495.700012,495.700012,495.700012,12433000000
24278,Alphabet Inc Class A (GOOGL),495.48999,495.48999,495.48999,495.48999,495.48999,12433000000
24279,Alphabet Inc Class A (GOOGL),497.279999,497.279999,497.279999,497.279999,497.279999,12433000000
24280,Alphabet Inc Class A (GOOGL),498.230011,498.230011,498.230011,498.230011,498.230011,12433000000
24281,Alphabet Inc Class A (GOOGL),496.230011,496.230011,496.230011,496.230011,496.230011,12433000000
24282,Alphabet Inc Class A (GOOGL),496.440002,496.440002,496.440002,496.440002,496.440002,12433000000
24285,Alphabet Inc Class A (GOOGL),493.369995,493.369995,493.369995,493.369995,493.369995,12433000000
24286,Alphabet Inc Class A (GOOGL),491.040009,491.040009,491.040009,491.040009,491.040009,12433000000
24287,Alphabet Inc Class A (GOOGL),486.179993,486.179993,486.179993,486.179993,486.179993,12433000000
24288,Alphabet Inc Class A (GOOGL),485.440002,485.440002,485.440002,485.440002,485.440002,12433000000
24289,Alphabet Inc Class A (GOOGL),490.200012,490.200012,490.200012,490.200012,490.200012,12433000000
24293,Alphabet Inc Class A (GOOGL),491.040009,491.040009,491.040009,491.040009,491.040009,12433000000
24294,Alphabet Inc Class A (GOOGL),497.920013,497.920013,497.920013,497.920013,497.920013,12433000000
24295,Alphabet Inc Class A (GOOGL),499.709991,499.709991,499.709991,499.709991,499.709991,12433000000
24296,Alphabet Inc Class A (GOOGL),500.559998,500.559998,500.559998,500.559998,500.559998,12433000000
24299,Alphabet Inc Class A (GOOGL),499.820007,499.820007,499.820007,499.820007,499.820007,12433000000
24300,Alphabet Inc Class A (GOOGL),497.279999,497.279999,497.279999,497.279999,497.279999,12433000000
24301,Alphabet Inc Class A (GOOGL),494.220001,494.220001,494.220001,494.220001,494.220001,12433000000
24302,Alphabet Inc Class A (GOOGL),497.070007,497.070007,497.070007,497.070007,497.070007,12433000000
24303,Alphabet Inc Class A (GOOGL),498.549988,498.549988,498.549988,498.549988,498.549988,12433000000
24306,Alphabet Inc Class A (GOOGL),498.019989,498.019989,498.019989,498.019989,498.019989,12433000000
24307,Alphabet Inc Class A (GOOGL),494.429993,494.429993,494.429993,494.429993,494.429993,12433000000
24308,Alphabet Inc Class A (GOOGL),489.98999,489.98999,489.98999,489.98999,489.98999,12433000000
24309,Alphabet Inc Class A (GOOGL),489.880005,489.880005,489.880005,489.880005,489.880005,12433000000
24310,Alphabet Inc Class A (GOOGL),489.459991,489.459991,489.459991,489.459991,489.459991,12433000000
24313,Alphabet Inc Class A (GOOGL),480.26001,480.26001,480.26001,480.26001,480.26001,12433000000
24314,Alphabet Inc Class A (GOOGL),479.100006,479.100006,479.100006,479.100006,479.100006,12433000000
24315,Alphabet Inc Class A (GOOGL),481.529999,481.529999,481.529999,481.529999,481.529999,12433000000
24316,Alphabet Inc Class A (GOOGL),479.730011,479.730011,479.730011,479.730011,479.730011,12433000000
24317,Alphabet Inc Class A (GOOGL),478.880005,478.880005,478.880005,478.880005,478.880005,12433000000
24320,Alphabet Inc Class A (GOOGL),471.589996,471.589996,471.589996,471.589996,471.589996,12433000000
24321,Alphabet Inc Class A (GOOGL),471.480011,471.480011,471.480011,471.480011,471.480011,12433000000
24322,Alphabet Inc Class A (GOOGL),476.140015,476.140015,476.140015,476.140015,476.140015,12433000000
24323,Alphabet Inc Class A (GOOGL),480.470001,480.470001,480.470001,480.470001,480.470001,12433000000
24324,Alphabet Inc Class A (GOOGL),481.100006,481.100006,481.100006,481.100006,481.100006,12433000000
24327,Alphabet Inc Class A (GOOGL),479.839996,479.839996,479.839996,479.839996,479.839996,12433000000
24328,Alphabet Inc Class A (GOOGL),478.779999,478.779999,478.779999,478.779999,478.779999,12433000000
24329,Alphabet Inc Class A (GOOGL),476.660004,476.660004,476.660004,476.660004,476.660004,12433000000
24330,Alphabet Inc Class A (GOOGL),476.23999,476.23999,476.23999,476.23999,476.23999,12433000000
24331,Alphabet Inc Class A (GOOGL),477.399994,477.399994,477.399994,477.399994,477.399994,12433000000
24334,Alphabet Inc Class A (GOOGL),475.079987,475.079987,475.079987,475.079987,475.079987,12433000000
24335,Alphabet Inc Class A (GOOGL),468.940002,468.940002,468.940002,468.940002,468.940002,12433000000
24336,Alphabet Inc Class A (GOOGL),466.200012,466.200012,466.200012,466.200012,466.200012,12433000000
24337,Alphabet Inc Class A (GOOGL),460.269989,460.269989,460.269989,460.269989,460.269989,12433000000
24338,Alphabet Inc Class A (GOOGL),456.890015,456.890015,456.890015,456.890015,456.890015,12433000000
24341,Alphabet Inc Class A (GOOGL),448.75,448.75,448.75,448.75,448.75,12433000000
24342,Alphabet Inc Class A (GOOGL),448.220001,448.220001,448.220001,448.220001,448.220001,12433000000
24343,Alphabet Inc Class A (GOOGL),453.51001,453.51001,453.51001,453.51001,453.51001,12433000000
24344,Alphabet Inc Class A (GOOGL),447.799988,447.799988,447.799988,447.799988,447.799988,12433000000
24345,Alphabet Inc Class A (GOOGL),437.859985,437.859985,437.859985,437.859985,437.859985,12433000000
24348,Alphabet Inc Class A (GOOGL),426.329987,426.329987,426.329987,426.329987,426.329987,12433000000
24349,Alphabet Inc Class A (GOOGL),433.420013,433.420013,433.420013,433.420013,433.420013,12433000000
24350,Alphabet Inc Class A (GOOGL),440.399994,440.399994,440.399994,440.399994,440.399994,12433000000
24351,Alphabet Inc Class A (GOOGL),443.459991,443.459991,443.459991,443.459991,443.459991,12433000000
24352,Alphabet Inc Class A (GOOGL),442.089996,442.089996,442.089996,442.089996,442.089996,12433000000
24356,Alphabet Inc Class A (GOOGL),439.660004,439.660004,439.660004,439.660004,439.660004,12433000000
24357,Alphabet Inc Class A (GOOGL),435.73999,435.73999,435.73999,435.73999,435.73999,12433000000
24358,Alphabet Inc Class A (GOOGL),434.26001,434.26001,434.26001,434.26001,434.26001,12433000000
24359,Alphabet Inc Class A (GOOGL),435.640015,435.640015,435.640015,435.640015,435.640015,12433000000
24362,Alphabet Inc Class A (GOOGL),444.839996,444.839996,444.839996,444.839996,444.839996,12433000000
24363,Alphabet Inc Class A (GOOGL),447.369995,447.369995,447.369995,447.369995,447.369995,12433000000
24364,Alphabet Inc Class A (GOOGL),451.5,451.5,451.5,451.5,451.5,12433000000
24365,Alphabet Inc Class A (GOOGL),456.26001,456.26001,456.26001,456.26001,456.26001,12433000000
24366,Alphabet Inc Class A (GOOGL),456.149994,456.149994,456.149994,456.149994,456.149994,12433000000
24369,Alphabet Inc Class A (GOOGL),454.040009,454.040009,454.040009,454.040009,454.040009,12433000000
24370,Alphabet Inc Class A (GOOGL),450.970001,450.970001,450.970001,450.970001,450.970001,12433000000
24371,Alphabet Inc Class A (GOOGL),443.359985,443.359985,443.359985,443.359985,443.359985,12433000000
24372,Alphabet Inc Class A (GOOGL),444.309998,444.309998,444.309998,444.309998,444.309998,12433000000
24373,Alphabet Inc Class A (GOOGL),443.040009,443.040009,443.040009,443.040009,443.040009,12433000000
24376,Alphabet Inc Class A (GOOGL),444.100006,444.100006,444.100006,444.100006,444.100006,12433000000
24377,Alphabet Inc Class A (GOOGL),445.369995,445.369995,445.369995,445.369995,445.369995,12433000000
24378,Alphabet Inc Class A (GOOGL),440.079987,440.079987,440.079987,440.079987,440.079987,12433000000
24379,Alphabet Inc Class A (GOOGL),435.320007,435.320007,435.320007,435.320007,435.320007,12433000000
24380,Alphabet Inc Class A (GOOGL),436.700012,436.700012,436.700012,436.700012,436.700012,12433000000
24383,Alphabet Inc Class A (GOOGL),427.390015,427.390015,427.390015,427.390015,427.390015,12433000000
24384,Alphabet Inc Class A (GOOGL),427.920013,427.920013,427.920013,427.920013,427.920013,12433000000
24385,Alphabet Inc Class A (GOOGL),425.48999,425.48999,425.48999,425.48999,425.48999,12433000000
24386,Alphabet Inc Class A (GOOGL),421.359985,421.359985,421.359985,421.359985,421.359985,12433000000
24387,Alphabet Inc Class A (GOOGL),416.290009,416.290009,416.290009,416.290009,416.290009,12433000000
24390,Alphabet Inc Class A (GOOGL),423.480011,423.480011,423.480011,423.480011,423.480011,12433000000
24391,Alphabet Inc Class A (GOOGL),425.700012,425.700012,425.700012,425.700012,425.700012,12433000000
24392,Alphabet Inc Class A (GOOGL),437.220001,437.220001,437.220001,437.220001,437.220001,12433000000
24393,Alphabet Inc Class A (GOOGL),437.01001,437.01001,437.01001,437.01001,437.01001,12433000000
24394,Alphabet Inc Class A (GOOGL),435.73999,435.73999,435.73999,435.73999,435.73999,12433000000
24397,Alphabet Inc Class A (GOOGL),440.609985,440.609985,440.609985,440.609985,440.609985,12433000000
24398,Alphabet Inc Class A (GOOGL),447.799988,447.799988,447.799988,447.799988,447.799988,12433000000
24399,Alphabet Inc Class A (GOOGL),444.519989,444.519989,444.519989,444.519989,444.519989,12433000000
24400,Alphabet Inc Class A (GOOGL),443.25,443.25,443.25,443.25,443.25,12433000000
24401,Alphabet Inc Class A (GOOGL),444.839996,444.839996,444.839996,444.839996,444.839996,12433000000
24404,Alphabet Inc Class A (GOOGL),446,446,446,446,446,12433000000
24405,Alphabet Inc Class A (GOOGL),448.429993,448.429993,448.429993,448.429993,448.429993,12433000000
24406,Alphabet Inc Class A (GOOGL),452.450012,452.450012,452.450012,452.450012,452.450012,12433000000
24407,Alphabet Inc Class A (GOOGL),456.26001,456.26001,456.26001,456.26001,456.26001,12433000000
24408,Alphabet Inc Class A (GOOGL),456.470001,456.470001,456.470001,456.470001,456.470001,12433000000
24411,Alphabet Inc Class A (GOOGL),456.359985,456.359985,456.359985,456.359985,456.359985,12433000000
24412,Alphabet Inc Class A (GOOGL),459.850006,459.850006,459.850006,459.850006,459.850006,12433000000
24413,Alphabet Inc Class A (GOOGL),460.380005,460.380005,460.380005,460.380005,460.380005,12433000000
24414,Alphabet Inc Class A (GOOGL),458.790009,458.790009,458.790009,458.790009,458.790009,12433000000
24415,Alphabet Inc Class A (GOOGL),460.269989,460.269989,460.269989,460.269989,460.269989,12433000000
24418,Alphabet Inc Class A (GOOGL),460.170013,460.170013,460.170013,460.170013,460.170013,12433000000
24420,Alphabet Inc Class A (GOOGL),463.76001,463.76001,463.76001,463.76001,463.76001,12433000000
24421,Alphabet Inc Class A (GOOGL),466.829987,466.829987,466.829987,466.829987,466.829987,12433000000
24422,Alphabet Inc Class A (GOOGL),467.25,467.25,467.25,467.25,467.25,12433000000
24425,Alphabet Inc Class A (GOOGL),464.399994,464.399994,464.399994,464.399994,464.399994,12433000000
24426,Alphabet Inc Class A (GOOGL),466.089996,466.089996,466.089996,466.089996,466.089996,12433000000
24427,Alphabet Inc Class A (GOOGL),470.109985,470.109985,470.109985,470.109985,470.109985,12433000000
24428,Alphabet Inc Class A (GOOGL),466.940002,466.940002,466.940002,466.940002,466.940002,12433000000
24429,Alphabet Inc Class A (GOOGL),464.079987,464.079987,464.079987,464.079987,464.079987,12433000000
24432,Alphabet Inc Class A (GOOGL),457.630005,457.630005,457.630005,457.630005,457.630005,12433000000
24433,Alphabet Inc Class A (GOOGL),455.519989,455.519989,455.519989,455.519989,455.519989,12433000000
24434,Alphabet Inc Class A (GOOGL),458.899994,458.899994,458.899994,458.899994,458.899994,12433000000
24436,Alphabet Inc Class A (GOOGL),462.600006,462.600006,462.600006,462.600006,462.600006,12433000000
24439,Alphabet Inc Class A (GOOGL),462.179993,462.179993,462.179993,462.179993,462.179993,12433000000
24440,Alphabet Inc Class A (GOOGL),460.589996,460.589996,460.589996,460.589996,460.589996,12433000000
24441,Alphabet Inc Class A (GOOGL),460.910004,460.910004,460.910004,460.910004,460.910004,12433000000
24442,Alphabet Inc Class A (GOOGL),459.109985,459.109985,459.109985,459.109985,459.109985,12433000000
24443,Alphabet Inc Class A (GOOGL),459.320007,459.320007,459.320007,459.320007,459.320007,12433000000
24446,Alphabet Inc Class A (GOOGL),459.75,459.75,459.75,459.75,459.75,12433000000
24447,Alphabet Inc Class A (GOOGL),462.920013,462.920013,462.920013,462.920013,462.920013,12433000000
24448,Alphabet Inc Class A (GOOGL),467.570007,467.570007,467.570007,467.570007,467.570007,12433000000
24449,Alphabet Inc Class A (GOOGL),469.470001,469.470001,469.470001,469.470001,469.470001,12433000000
24450,Alphabet Inc Class A (GOOGL),470.529999,470.529999,470.529999,470.529999,470.529999,12433000000
24453,Alphabet Inc Class A (GOOGL),475.079987,475.079987,475.079987,475.079987,475.079987,12433000000
24454,Alphabet Inc Class A (GOOGL),473.809998,473.809998,473.809998,473.809998,473.809998,12433000000
24455,Alphabet Inc Class A (GOOGL),473.700012,473.700012,473.700012,473.700012,473.700012,12433000000
24456,Alphabet Inc Class A (GOOGL),468.730011,468.730011,468.730011,468.730011,468.730011,12433000000
24457,Alphabet Inc Class A (GOOGL),468.839996,468.839996,468.839996,468.839996,468.839996,12433000000
24460,Alphabet Inc Class A (GOOGL),467.570007,467.570007,467.570007,467.570007,467.570007,12433000000
24461,Alphabet Inc Class A (GOOGL),465.670013,465.670013,465.670013,465.670013,465.670013,12433000000
24462,Alphabet Inc Class A (GOOGL),468.200012,468.200012,468.200012,468.200012,468.200012,12433000000
24463,Alphabet Inc Class A (GOOGL),470.109985,470.109985,470.109985,470.109985,470.109985,12433000000
24464,Alphabet Inc Class A (GOOGL),468.940002,468.940002,468.940002,468.940002,468.940002,12433000000
24468,Alphabet Inc Class A (GOOGL),466.51001,466.51001,466.51001,466.51001,466.51001,12433000000
24469,Alphabet Inc Class A (GOOGL),464.190002,464.190002,464.190002,464.190002,464.190002,12433000000
24470,Alphabet Inc Class A (GOOGL),462.48999,462.48999,462.48999,462.48999,462.48999,12433000000
24471,Alphabet Inc Class A (GOOGL),462.279999,462.279999,462.279999,462.279999,462.279999,12433000000
24475,Alphabet Inc Class A (GOOGL),462.48999,462.48999,462.48999,462.48999,462.48999,12433000000
24476,Alphabet Inc Class A (GOOGL),463.339996,463.339996,463.339996,463.339996,463.339996,12433000000
24477,Alphabet Inc Class A (GOOGL),469.26001,469.26001,469.26001,469.26001,469.26001,12433000000
24478,Alphabet Inc Class A (GOOGL),472.75,472.75,472.75,472.75,472.75,12433000000
24481,Alphabet Inc Class A (GOOGL),476.660004,476.660004,476.660004,476.660004,476.660004,12433000000
24482,Alphabet Inc Class A (GOOGL),476.660004,476.660004,476.660004,476.660004,476.660004,12433000000
24483,Alphabet Inc Class A (GOOGL),480.579987,480.579987,480.579987,480.579987,480.579987,12433000000
24484,Alphabet Inc Class A (GOOGL),483.429993,483.429993,483.429993,483.429993,483.429993,12433000000
24485,Alphabet Inc Class A (GOOGL),486.809998,486.809998,486.809998,486.809998,486.809998,12433000000
24488,Alphabet Inc Class A (GOOGL),485.970001,485.970001,485.970001,485.970001,485.970001,12433000000
24489,Alphabet Inc Class A (GOOGL),491.26001,491.26001,491.26001,491.26001,491.26001,12433000000
24490,Alphabet Inc Class A (GOOGL),494,494,494,494,494,12433000000
24491,Alphabet Inc Class A (GOOGL),494.220001,494.220001,494.220001,494.220001,494.220001,12433000000
24492,Alphabet Inc Class A (GOOGL),496.01001,496.01001,496.01001,496.01001,496.01001,12433000000
24495,Alphabet Inc Class A (GOOGL),497.809998,497.809998,497.809998,497.809998,497.809998,12433000000
24496,Alphabet Inc Class A (GOOGL),498.76001,498.76001,498.76001,498.76001,498.76001,12433000000
24497,Alphabet Inc Class A (GOOGL),495.380005,495.380005,495.380005,495.380005,495.380005,12433000000
24498,Alphabet Inc Class A (GOOGL),495.700012,495.700012,495.700012,495.700012,495.700012,12433000000
24499,Alphabet Inc Class A (GOOGL),497.809998,497.809998,497.809998,497.809998,497.809998,12433000000
24502,Alphabet Inc Class A (GOOGL),500.670013,500.670013,500.670013,500.670013,500.670013,12433000000
24503,Alphabet Inc Class A (GOOGL),500.140015,500.140015,500.140015,500.140015,500.140015,12433000000
24504,Alphabet Inc Class A (GOOGL),499.5,499.5,499.5,499.5,499.5,12433000000
