Time,company,Open,High,Low,Last,Close,Volume
2024-04-25 17:27:19,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,864.8,878.7,4461532793.0
2024-04-25 17:27:19,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 17:27:19,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 17:27:19,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 17:42:24,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 17:42:24,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 17:42:24,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 17:42:24,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 17:57:29,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 17:57:29,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 17:57:29,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 17:57:29,Vestas Wind Systems A/S (VWS),181.3,183.6,177.8,177.8,181.1,1006473655.0
2024-04-25 18:12:34,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 18:12:34,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 18:12:34,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 18:12:34,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 18:27:39,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 18:27:39,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 18:27:39,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 18:27:39,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 18:42:44,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 18:42:44,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 18:42:44,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 18:42:44,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 18:57:49,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 18:57:49,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 18:57:49,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 18:57:49,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 19:12:55,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 19:12:55,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 19:12:55,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 19:12:55,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 19:27:59,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 19:27:59,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
2024-04-25 19:27:59,ISS A/S (ISS),130.9,131.4,126.2,126.7,131.0,184453514.0
2024-04-25 19:27:59,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 19:43:05,Novo Nordisk A/S Class B (NOVOb),876.1,876.1,853.3,866.8,878.7,4461532793.0
2024-04-25 19:43:05,Oersted AS (ORSTED),382.2,394.9,378.4,380.0,382.2,420230296.0
