2024-04-22 19:53:59,795.62,781.11,796.26,764.0,762.0,2461200000.0
2024-04-22 20:35:30,799.28,781.11,800.7,764.0,762.0,2461200000.0
2024-04-22 21:05:37,799.35,781.11,800.7,764.0,762.0,2461200000.0
2024-04-22 21:35:45,794.46,781.11,800.7,764.0,762.0,2461200000.0
2024-04-23 15:43:29,808.02,807.95,812.76,802.64,795.18,2461200000.0
2024-04-23 16:13:37,811.37,807.95,813.89,802.64,795.18,2461200000.0
2024-04-23 16:43:45,823.97,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 17:13:56,821.38,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 17:44:03,822.89,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 18:14:11,823.24,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 18:44:18,818.92,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 19:14:26,816.88,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 19:44:34,821.52,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 20:14:41,824.61,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 20:44:48,823.9,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 21:14:56,824.9,807.95,827.57,802.64,795.18,2461200000.0
2024-04-23 21:45:03,825.26,807.95,827.69,802.64,795.18,2461200000.0
2024-04-24 16:02:46,827.79,840.0,840.82,822.13,824.23,2461200000.0
2024-04-24 16:03:29,827.68,840.0,840.82,822.13,824.23,2461200000.0
2024-04-24 16:18:35,829.47,840.0,840.82,822.13,824.23,2461200000.0
2024-04-24 16:33:43,830.83,840.0,840.82,822.13,824.23,2461200000.0
2024-04-24 16:48:50,830.73,840.0,840.82,822.13,824.23,2461200000.0
2024-04-24 17:03:57,824.37,840.0,840.82,822.13,824.23,2461200000.0
2024-04-24 17:19:05,819.97,840.0,840.82,817.55,824.23,2461200000.0
2024-04-24 17:34:12,821.55,840.0,840.82,816.4,824.23,2461200000.0
2024-04-24 17:49:19,813.6,840.0,840.82,812.25,824.23,2461200000.0
2024-04-24 18:04:27,810.23,840.0,840.82,807.52,824.23,2461200000.0
2024-04-24 18:19:36,809.02,840.0,840.82,804.72,824.23,2461200000.0
2024-04-24 18:34:44,801.72,840.0,840.82,801.37,824.23,2461200000.0
2024-04-24 18:49:51,806.62,840.0,840.82,800.66,824.23,2461200000.0
2024-04-24 19:04:58,811.15,840.0,840.82,800.66,824.23,2461200000.0
2024-04-24 19:20:05,813.12,840.0,840.82,800.66,824.23,2461200000.0
2024-04-24 19:35:14,815.75,840.0,840.82,800.66,824.23,2461200000.0
2024-04-24 19:50:21,816.02,840.0,840.82,800.66,824.23,2461200000.0
2024-04-24 20:05:29,808.04,840.0,840.82,800.66,824.23,2461200000.0
2024-04-24 20:20:37,805.02,840.0,840.82,800.66,824.23,2461200000.0
2024-04-24 20:35:44,798.28,840.0,840.82,796.23,824.23,2461200000.0
2024-04-24 20:50:53,798.13,840.0,840.82,796.23,824.23,2461200000.0
2024-04-24 21:06:00,795.5,840.0,840.82,791.83,824.23,2461200000.0
2024-04-24 21:21:08,800.32,840.0,840.82,791.83,824.23,2461200000.0
2024-04-24 21:36:19,796.86,840.0,840.82,791.83,824.23,2461200000.0
2024-04-24 21:51:27,796.78,840.0,840.82,791.83,824.23,2461200000.0
